QualifiedName,Name,Complexity,Coupling,Size,Lack of Cohesion,CBO,RFC,SRFC,DIT,NOC,WMC,LOC,CMLOC,NOF,NOSF,NOM,NOSM,NORM,LCOM,LCAM,LTCC,ATFD,SI,#(C&I),#C,#I,LOC,AC,EC,Abs,Ins,ND,WMC,MCC,NBD,LOC,#Pa,#MC,#AF
<Method>org.openqa.selenium.events.zeromq.ZeroMqEventBus.public static create( Config ): EventBus,static create( Config ): EventBus,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,1,6,3
<Field>org.openqa.selenium.events.zeromq.ZeroMqEventBus->EVENTS_SECTION,static final EVENTS_SECTION : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.openqa.selenium.firefox,org.openqa.selenium.firefox,low-medium,medium-high,medium-high,low,,,,,,358,1212,,,,,,,,,,,,24,22,2,1212,4,13,0.167,0.765,0.068,358,,,,,,
org.openqa.selenium.firefox.ClasspathExtension,ClasspathExtension,low-medium,low,low,low,3,80,6,1,0,4,20,17,2,0,2,0,0,0,0.375,0,0,0,,,,20,,,,,,4,,,,,,
"<Method>org.openqa.selenium.firefox.ClasspathExtension.public ClasspathExtension( Class, String ): void","ClasspathExtension( Class, String ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,0,2
<Method>org.openqa.selenium.firefox.ClasspathExtension.public writeTo( File ): void,writeTo( File ): void,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,14,1,6,4
<Field>org.openqa.selenium.firefox.ClasspathExtension->loadFrom,final loadFrom : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.ClasspathExtension->loadResourcesUsing,final loadResourcesUsing : Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.firefox.Executable,Executable,low,low,low-medium,low,5,48,21,1,0,16,57,53,3,0,9,0,0,0.667,0.593,0.6,0,0,,,,57,,,,,,16,,,,,,
<Method>org.openqa.selenium.firefox.Executable.public Executable( File ): void,Executable( File ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,2,1
<Method>org.openqa.selenium.firefox.Executable.public getChannel( ): Channel,getChannel( ): Channel,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,0,1,2
<Method>org.openqa.selenium.firefox.Executable.public getDirectory( ): File,getDirectory( ): File,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,2,1
<Method>org.openqa.selenium.firefox.Executable.public getFile( ): File,getFile( ): File,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>org.openqa.selenium.firefox.Executable.public getPath( ): String,getPath( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,1,1
<Method>org.openqa.selenium.firefox.Executable.private getResource( String ): Path,getResource( String ): Path,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,1,10,1
<Method>org.openqa.selenium.firefox.Executable.public getVersion( ): String,getVersion( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,0,1,2
<Method>org.openqa.selenium.firefox.Executable.private loadApplicationIni( ): void,loadApplicationIni( ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,14,0,9,3
<Method>org.openqa.selenium.firefox.Executable.private loadChannelPref( ): void,loadChannelPref( ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,16,0,9,3
<Field>org.openqa.selenium.firefox.Executable->channel,channel : Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.Executable->binary,final binary : File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.Executable->version,version : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.firefox.Extension,Extension,low,low,low,low,0,1,0,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,,,,2,,,,,,1,,,,,,
<Method>org.openqa.selenium.firefox.Extension.public abstract writeTo( File ): void,writeTo( File ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0
org.openqa.selenium.firefox.FileExtension,FileExtension,low-medium,low-medium,low-medium,low,9,79,40,1,0,30,114,111,1,1,8,0,0,0.625,0,0,0,0,,,,114,,,,,,30,,,,,,
<Anonymous> : Lorg.openqa.selenium.firefox.FileExtension$6192;,Lorg.openqa.selenium.firefox.FileExtension$6192;,low,low,low,low,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,14,,,,,,0,,,,,,
<Method>org.openqa.selenium.firefox.FileExtension.public FileExtension( File ): void,FileExtension( File ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,1
<Method>org.openqa.selenium.firefox.FileExtension.private getExtensionId( File ): String,getExtensionId( File ): String,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,1,4,0
<Method>org.openqa.selenium.firefox.FileExtension.private installExtensionFromDirectoryTo( File ): void,installExtensionFromDirectoryTo( File ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,8,1,6,2
<Method>org.openqa.selenium.firefox.FileExtension.private installExtensionFromFileTo( File ): void,installExtensionFromFileTo( File ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,10,1,9,2
<Method>org.openqa.selenium.firefox.FileExtension.private obtainRootDirectory( File ): File,obtainRootDirectory( File ): File,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,7,1,2,0
<Method>org.openqa.selenium.firefox.FileExtension.private readIdFromInstallRdf( File ): String,readIdFromInstallRdf( File ): String,low,low-medium,low-medium,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,42,1,20,1
<Method>org.openqa.selenium.firefox.FileExtension.private readIdFromManifestJson( File ): String,readIdFromManifestJson( File ): String,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,21,1,13,0
<Method>org.openqa.selenium.firefox.FileExtension.public writeTo( File ): void,writeTo( File ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,11,1,8,4
<Field>org.openqa.selenium.firefox.FileExtension->toInstall,final toInstall : File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FileExtension->EM_NAMESPACE_URI,static final EM_NAMESPACE_URI : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.firefox.FirefoxBinary,FirefoxBinary,low-medium,low-medium,low-medium,medium-high,6,91,45,1,0,40,137,118,2,0,10,7,0,0.556,0.718,0.389,0,0,,,,137,,,,,,40,,,,,,
org.openqa.selenium.firefox.FirefoxBinary.Channel,Channel,low,low,low,low,0,8,5,2,0,3,16,9,1,5,2,1,0,1.667,0.167,1,0,0,,,,16,,,,,,3,,,,,,
<Method>org.openqa.selenium.firefox.FirefoxBinary. amendOptions( FirefoxOptions ): void, amendOptions( FirefoxOptions ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1
<Method>org.openqa.selenium.firefox.FirefoxBinary.public FirefoxBinary( ): void,FirefoxBinary( ): void,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,11,0,5,2
<Method>org.openqa.selenium.firefox.FirefoxBinary.public FirefoxBinary( Channel ): void,FirefoxBinary( Channel ): void,low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,14,1,7,2
<Method>org.openqa.selenium.firefox.FirefoxBinary.public FirefoxBinary( File ): void,FirefoxBinary( File ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,1
<Method>org.openqa.selenium.firefox.FirefoxBinary.public addCommandLineOptions( String ): void,addCommandLineOptions( String ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1
<Method>org.openqa.selenium.firefox.FirefoxBinary.public getExtraOptions( ): List,getExtraOptions( ): List,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>org.openqa.selenium.firefox.FirefoxBinary.public getFile( ): File,getFile( ): File,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,1,1
<Method>org.openqa.selenium.firefox.FirefoxBinary.public getPath( ): String,getPath( ): String,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,1,1
<Method>org.openqa.selenium.firefox.FirefoxBinary.private static getEnvVarIgnoreCase( String ): Optional,static getEnvVarIgnoreCase( String ): Optional,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,6,0
"<Method>org.openqa.selenium.firefox.FirefoxBinary.private static getEnvVarPath( String, String ): String","static getEnvVarPath( String, String ): String",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,5,0
<Method>org.openqa.selenium.firefox.FirefoxBinary.private static getPathsInProgramFiles( String ): List,static getPathsInProgramFiles( String ): List,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,6,0
<Method>org.openqa.selenium.firefox.FirefoxBinary.private static getProgramFiles86Path( ): String,static getProgramFiles86Path( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,1,0
<Method>org.openqa.selenium.firefox.FirefoxBinary.private static getProgramFilesPath( ): String,static getProgramFilesPath( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,2,0
<Method>org.openqa.selenium.firefox.FirefoxBinary.private static locateFirefoxBinariesFromPlatform( ): Stream,static locateFirefoxBinariesFromPlatform( ): Stream,low-medium,low,low-medium,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,39,0,37,0
<Method>org.openqa.selenium.firefox.FirefoxBinary.static locateFirefoxBinaryFromSystemProperty( ): Executable,static locateFirefoxBinaryFromSystemProperty( ): Executable,low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,21,0,10,0
<Method>org.openqa.selenium.firefox.FirefoxBinary.public toJson( ): String,toJson( ): String,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,1,1
<Method>org.openqa.selenium.firefox.FirefoxBinary.public toString( ): String,toString( ): String,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,1
<Field>org.openqa.selenium.firefox.FirefoxBinary->executable,final executable : Executable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxBinary->extraOptions,final extraOptions : List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.firefox.FirefoxDriver,FirefoxDriver,medium-high,medium-high,low-medium,medium-high,17,129,35,2,0,25,123,88,2,3,13,4,1,0.95,0.784,0.985,2,0.154,,,,123,,,,,,25,,,,,,
org.openqa.selenium.firefox.FirefoxDriver.Capability,Capability,low,low,low,low,0,0,0,1,0,0,4,0,0,3,0,0,0,0,0,0,0,0,,,,4,,,,,,0,,,,,,
org.openqa.selenium.firefox.FirefoxDriver.ExtraCommands,ExtraCommands,low,low,low,low,0,0,0,1,0,0,4,0,0,3,0,0,0,0,0,0,0,0,,,,4,,,,,,0,,,,,,
org.openqa.selenium.firefox.FirefoxDriver.FirefoxDriverCommandExecutor,FirefoxDriverCommandExecutor,low,low,low,low,1,1,0,3,0,1,3,2,0,0,1,0,0,0,0,0,0,0,,,,3,,,,,,1,,,,,,
org.openqa.selenium.firefox.FirefoxDriver.SystemProperty,SystemProperty,low,low,low,low,0,0,0,1,0,0,7,0,0,6,0,0,0,0,0,0,0,0,,,,7,,,,,,0,,,,,,
<Method>org.openqa.selenium.firefox.FirefoxDriver.public FirefoxDriver( ): void,FirefoxDriver( ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0
<Method>org.openqa.selenium.firefox.FirefoxDriver.public FirefoxDriver( Capabilities ): void,FirefoxDriver( Capabilities ): void,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,0
"<Method>org.openqa.selenium.firefox.FirefoxDriver.private FirefoxDriver( FirefoxDriverCommandExecutor, FirefoxOptions ): void","FirefoxDriver( FirefoxDriverCommandExecutor, FirefoxOptions ): void",low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,2,1
<Method>org.openqa.selenium.firefox.FirefoxDriver.public FirefoxDriver( FirefoxDriverService ): void,FirefoxDriver( FirefoxDriverService ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
"<Method>org.openqa.selenium.firefox.FirefoxDriver.public FirefoxDriver( FirefoxDriverService, Capabilities ): void","FirefoxDriver( FirefoxDriverService, Capabilities ): void",low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,2,1,0
"<Method>org.openqa.selenium.firefox.FirefoxDriver.public FirefoxDriver( FirefoxDriverService, FirefoxOptions ): void","FirefoxDriver( FirefoxDriverService, FirefoxOptions ): void",low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,0
<Method>org.openqa.selenium.firefox.FirefoxDriver.public FirefoxDriver( FirefoxOptions ): void,FirefoxDriver( FirefoxOptions ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,0
<Method>org.openqa.selenium.firefox.FirefoxDriver.public getFullPageScreenshotAs( OutputType ): X,getFullPageScreenshotAs( OutputType ): X,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,13,1,7,0
<Method>org.openqa.selenium.firefox.FirefoxDriver.public getLocalStorage( ): LocalStorage,getLocalStorage( ): LocalStorage,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,1
<Method>org.openqa.selenium.firefox.FirefoxDriver.public getSessionStorage( ): SessionStorage,getSessionStorage( ): SessionStorage,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,1
<Method>org.openqa.selenium.firefox.FirefoxDriver.public installExtension( Path ): String,installExtension( Path ): String,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,4,0
<Method>org.openqa.selenium.firefox.FirefoxDriver.public setFileDetector( FileDetector ): void,setFileDetector( FileDetector ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,0,0
<Method>org.openqa.selenium.firefox.FirefoxDriver.private static dropCapabilities( Capabilities ): Capabilities,static dropCapabilities( Capabilities ): Capabilities,low,low-medium,low,low,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,14,1,4,2
<Method>org.openqa.selenium.firefox.FirefoxDriver.private static forceMarionetteFromSystemProperty( ): Boolean,static forceMarionetteFromSystemProperty( ): Boolean,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,0,2,0
<Method>org.openqa.selenium.firefox.FirefoxDriver.private static isLegacy( Capabilities ): boolean,static isLegacy( Capabilities ): boolean,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,1,2,1
<Method>org.openqa.selenium.firefox.FirefoxDriver.private static toExecutor( FirefoxOptions ): FirefoxDriverCommandExecutor,static toExecutor( FirefoxOptions ): FirefoxDriverCommandExecutor,low,low-medium,low,low,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,1,14,0
<Method>org.openqa.selenium.firefox.FirefoxDriver.public uninstallExtension( String ): void,uninstallExtension( String ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,2,0
<Field>org.openqa.selenium.firefox.FirefoxDriver->binary,binary : FirefoxBinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxDriver->BINARY,static final BINARY : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxDriver->MARIONETTE,static final MARIONETTE : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxDriver->PROFILE,static final PROFILE : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxDriver->webStorage,webStorage : RemoteWebStorage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.firefox.FirefoxDriverLogLevel,FirefoxDriverLogLevel,low-medium,low,low,low,0,7,5,2,0,6,31,11,0,8,1,2,0,0,0.444,1,0,0,,,,31,,,,,,6,,,,,,
<Method>org.openqa.selenium.firefox.FirefoxDriverLogLevel.public static fromLevel( Level ): FirefoxDriverLogLevel,static fromLevel( Level ): FirefoxDriverLogLevel,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,2
<Method>org.openqa.selenium.firefox.FirefoxDriverLogLevel.public static fromString( String ): FirefoxDriverLogLevel,static fromString( String ): FirefoxDriverLogLevel,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,1,2,0
<Method>org.openqa.selenium.firefox.FirefoxDriverLogLevel.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,2,0
<Field>org.openqa.selenium.firefox.FirefoxDriverLogLevel->CONFIG,static final CONFIG : FirefoxDriverLogLevel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxDriverLogLevel->DEBUG,static final DEBUG : FirefoxDriverLogLevel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxDriverLogLevel->ERROR,static final ERROR : FirefoxDriverLogLevel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxDriverLogLevel->FATAL,static final FATAL : FirefoxDriverLogLevel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxDriverLogLevel->INFO,static final INFO : FirefoxDriverLogLevel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxDriverLogLevel->TRACE,static final TRACE : FirefoxDriverLogLevel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxDriverLogLevel->WARN,static final WARN : FirefoxDriverLogLevel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxDriverLogLevel->logLevelToGeckoLevelMap,static final logLevelToGeckoLevelMap : Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.firefox.FirefoxDriverService,FirefoxDriverService,low-medium,low,low,low,0,1,0,2,2,1,12,7,0,0,1,0,0,0,0,0,0,0,,,,12,,,,,,1,,,,,,
"org.openqa.selenium.firefox.FirefoxDriverService.Builder<DS,B>",Builder,low,low,low,low,1,2,0,2,2,2,4,2,0,0,2,0,0,0,0.25,0,0,0,,,,4,,,,,,2,,,,,,
"<Method>org.openqa.selenium.firefox.FirefoxDriverService.public FirefoxDriverService( File, int, Duration, List, Map ): void","FirefoxDriverService( File, int, Duration, List, Map ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,5,0,0
org.openqa.selenium.firefox.FirefoxOptions,FirefoxOptions,high,medium-high,low-medium,high,12,156,43,3,0,55,202,164,6,1,20,0,1,0.686,0.825,0.883,0,0.15,,,,202,,,,,,55,,,,,,
org.openqa.selenium.firefox.FirefoxOptions.Binary,Binary,low,low,low,low,1,16,6,1,0,14,30,27,2,0,6,0,0,0,0.333,0,0,0,,,,30,,,,,,14,,,,,,
<Method>org.openqa.selenium.firefox.FirefoxOptions.public FirefoxOptions( ): void,FirefoxOptions( ): void,low,medium-high,low,low,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,17,0,11,0
<Method>org.openqa.selenium.firefox.FirefoxOptions.public FirefoxOptions( Capabilities ): void,FirefoxOptions( Capabilities ): void,medium-high,low-medium,low-medium,low,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,50,1,36,11
<Method>org.openqa.selenium.firefox.FirefoxOptions.public addArguments( List ): FirefoxOptions,addArguments( List ): FirefoxOptions,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,1
<Method>org.openqa.selenium.firefox.FirefoxOptions.public addArguments( String ): FirefoxOptions,addArguments( String ): FirefoxOptions,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,2,0
"<Method>org.openqa.selenium.firefox.FirefoxOptions.public addPreference( String, Object ): FirefoxOptions","addPreference( String, Object ): FirefoxOptions",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,2,1
<Method>org.openqa.selenium.firefox.FirefoxOptions.protected amendHashCode( ): int,amendHashCode( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,0,1,6
<Method>org.openqa.selenium.firefox.FirefoxOptions.public asMap( ): Map,asMap( ): Map,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,19,0,9,11
<Method>org.openqa.selenium.firefox.FirefoxOptions.public getBinary( ): FirefoxBinary,getBinary( ): FirefoxBinary,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,2,0
<Method>org.openqa.selenium.firefox.FirefoxOptions.public getBinaryOrNull( ): Optional,getBinaryOrNull( ): Optional,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,2,1
<Method>org.openqa.selenium.firefox.FirefoxOptions.public getProfile( ): FirefoxProfile,getProfile( ): FirefoxProfile,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>org.openqa.selenium.firefox.FirefoxOptions.public isLegacy( ): boolean,isLegacy( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>org.openqa.selenium.firefox.FirefoxOptions.public merge( Capabilities ): FirefoxOptions,merge( Capabilities ): FirefoxOptions,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,0
<Method>org.openqa.selenium.firefox.FirefoxOptions.public setBinary( FirefoxBinary ): FirefoxOptions,setBinary( FirefoxBinary ): FirefoxOptions,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,0
<Method>org.openqa.selenium.firefox.FirefoxOptions.public setBinary( Path ): FirefoxOptions,setBinary( Path ): FirefoxOptions,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,0
<Method>org.openqa.selenium.firefox.FirefoxOptions.public setBinary( String ): FirefoxOptions,setBinary( String ): FirefoxOptions,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,0
"<Method>org.openqa.selenium.firefox.FirefoxOptions.public setCapability( String, Object ): void","setCapability( String, Object ): void",low,low-medium,low,low,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,25,2,4,6
<Method>org.openqa.selenium.firefox.FirefoxOptions.public setHeadless( boolean ): FirefoxOptions,setHeadless( boolean ): FirefoxOptions,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,1,2,2
<Method>org.openqa.selenium.firefox.FirefoxOptions.public setLegacy( boolean ): FirefoxOptions,setLegacy( boolean ): FirefoxOptions,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,0
<Method>org.openqa.selenium.firefox.FirefoxOptions.public setLogLevel( FirefoxDriverLogLevel ): FirefoxOptions,setLogLevel( FirefoxDriverLogLevel ): FirefoxOptions,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,1
<Method>org.openqa.selenium.firefox.FirefoxOptions.public setProfile( FirefoxProfile ): FirefoxOptions,setProfile( FirefoxProfile ): FirefoxOptions,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,0
<Field>org.openqa.selenium.firefox.FirefoxOptions->args,args : List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxOptions->binary,binary : Binary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxOptions->legacy,legacy : boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxOptions->logLevel,logLevel : FirefoxDriverLogLevel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxOptions->preferences,preferences : Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxOptions->profile,profile : FirefoxProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.firefox.FirefoxOptions->FIREFOX_OPTIONS,static final FIREFOX_OPTIONS : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.firefox.FirefoxProfile,FirefoxProfile,medium-high,low-medium,low-medium,high,10,126,43,1,0,55,175,163,6,5,30,1,0,0.909,0.803,0.913,0,0,,,,175,,,,,,55,,,,,,
<Method>org.openqa.selenium.firefox.FirefoxProfile.public FirefoxProfile( ): void,FirefoxProfile( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0
<Method>org.openqa.selenium.firefox.FirefoxProfile.public FirefoxProfile( File ): void,FirefoxProfile( File ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
"<Method>org.openqa.selenium.firefox.FirefoxProfile.protected FirefoxProfile( Reader, File ): void","FirefoxProfile( Reader, File ): void",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,22,2,7,12
"<Method>org.openqa.selenium.firefox.FirefoxProfile.public addExtension( Class, String ): void","addExtension( Class, String ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,2,3,0
<Method>org.openqa.selenium.firefox.FirefoxProfile.public addExtension( File ): void,addExtension( File ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,0
